name,КСР код,КСР наименование,ref_unit
Чугунный заглушка Ø100 SML,25.11.23.119.08.1.02.14-0150-000,Заглушка торцевая стальная для водоотводного лотка с гидравлическим сечением DN100,шт
Пробка - заглушка 22,25.11.23.119.08.1.02.14-0150-000,Заглушка торцевая стальная для водоотводного лотка с гидравлическим сечением DN100,шт
Пробка-заглушка 22/25,25.11.23.119.08.1.02.14-0150-000,Заглушка торцевая стальная для водоотводного лотка с гидравлическим сечением DN100,шт
Заглушка 57x3 ст.20 ГОСТ 17379,24.20.40.000.23.8.04.01-0017-000,"Заглушка эллиптическая, сталь марки 20, номинальное давление 10 МПа, номинальный диаметр 50 мм, наружный диаметр 57 мм, толщина стенки 3,0 мм",шт
"Заглушка эллиптическая стальная бесшовная приварная, Д=50 мм",24.20.40.000.23.8.04.01-0017-000,"Заглушка эллиптическая, сталь марки 20, номинальное давление 10 МПа, номинальный диаметр 50 мм, наружный диаметр 57 мм, толщина стенки 3,0 мм",шт
30ч39р Задвижка аналог МЗВ Ду100 Ру16 с закрытой гайкой,28.14.13.120.18.1.02.02-0005-000,"Задвижка клиновая с невыдвижным шпинделем 30ч39р, присоединение к трубопроводу фланцевое, номинальное давление 1,6 МПа, номинальный диаметр 80 мм",шт
Задвижка чугунная Ду100,28.14.13.120.18.1.02.02-0005-000,"Задвижка клиновая с невыдвижным шпинделем 30ч39р, присоединение к трубопроводу фланцевое, номинальное давление 1,6 МПа, номинальный диаметр 80 мм",шт
30ч39р Задвижка аналог МЗВ Ду50 Ру16,28.14.13.120.18.1.02.02-0005-000,"Задвижка клиновая с невыдвижным шпинделем 30ч39р, присоединение к трубопроводу фланцевое, номинальное давление 1,6 МПа, номинальный диаметр 80 мм",шт
"Задвижка клиновая фланцевая чугунная PN16, DN50  МЗВ-50 Завод 'Водоприбор' mzv50",28.14.13.120.18.1.02.02-0005-000,"Задвижка клиновая с невыдвижным шпинделем 30ч39р, присоединение к трубопроводу фланцевое, номинальное давление 1,6 МПа, номинальный диаметр 80 мм",шт
Задвижка чугун 30ч6бр Ду 100 Ру 16 Тмакс=225С фл Л М3 . Срок поставки 10-12 раб. дней,28.14.13.120.18.1.02.01-0201-000,"Задвижка параллельная с выдвижным шпинделем 30ч6бр, присоединение к трубопроводу фланцевое, номинальное давление 1,0 МПа, номинальный диаметр 50 мм",шт
Задвижка чугун 30ч6бр Ду 100 Ру 16 Тмакс=225С фл Л М3 . Срок поставки 10-12 раб. дней,28.14.13.120.18.1.02.01-0201-000,"Задвижка параллельная с выдвижным шпинделем 30ч6бр, присоединение к трубопроводу фланцевое, номинальное давление 1,0 МПа, номинальный диаметр 50 мм",шт
Задвижка чугун 30ч6бр Ду 100 Ру 16 Тмакс=225С фл Л М3 . Срок поставки 10-12 рабочих дней,28.14.13.120.18.1.02.01-0201-000,"Задвижка параллельная с выдвижным шпинделем 30ч6бр, присоединение к трубопроводу фланцевое, номинальное давление 1,0 МПа, номинальный диаметр 50 мм",шт
Задвижка чугунная Ду100,28.14.13.120.18.1.02.01-0201-000,"Задвижка параллельная с выдвижным шпинделем 30ч6бр, присоединение к трубопроводу фланцевое, номинальное давление 1,0 МПа, номинальный диаметр 50 мм",шт
